,County,State,City,Pollutant,Date,total_population,cumulative_cases,cumulative_deaths,new_cases,new_deaths
10206,Randolph,Illinois,Not in a city,3.7,2020-03-14,32546.0,0,0,0.0,0.0
10207,Randolph,Illinois,Not in a city,10.3,2020-03-15,32546.0,0,0,0.0,0.0
10208,Randolph,Illinois,Not in a city,4.7,2020-03-19,32546.0,0,0,0.0,0.0
10209,Randolph,Illinois,Not in a city,5.7,2020-03-20,32546.0,0,0,0.0,0.0
10210,Randolph,Illinois,Not in a city,5.3,2020-03-21,32546.0,0,0,0.0,0.0
10211,Randolph,Illinois,Not in a city,8.7,2020-03-22,32546.0,0,0,0.0,0.0
10212,Randolph,Illinois,Not in a city,11.0,2020-03-23,32546.0,0,0,0.0,0.0
10213,Randolph,Illinois,Not in a city,14.9,2020-03-24,32546.0,0,0,0.0,0.0
10214,Randolph,Illinois,Not in a city,11.5,2020-03-25,32546.0,0,0,0.0,0.0
10215,Randolph,Illinois,Not in a city,10.3,2020-03-26,32546.0,0,0,0.0,0.0
10216,Randolph,Illinois,Not in a city,14.4,2020-03-27,32546.0,0,0,0.0,0.0
10217,Randolph,Illinois,Not in a city,11.4,2020-03-28,32546.0,0,0,0.0,0.0
10218,Randolph,Illinois,Not in a city,3.6,2020-03-29,32546.0,0,0,0.0,0.0
10219,Randolph,Illinois,Not in a city,5.0,2020-03-30,32546.0,2,0,2.0,0.0
10220,Randolph,Illinois,Not in a city,5.9,2020-03-31,32546.0,3,0,1.0,0.0
10221,Jersey,Illinois,Jerseyville,12.2,2020-01-22,22069.0,0,0,,
10222,Jersey,Illinois,Jerseyville,9.2,2020-01-23,22069.0,0,0,0.0,0.0
10223,Jersey,Illinois,Jerseyville,4.7,2020-01-24,22069.0,0,0,0.0,0.0
10224,Jersey,Illinois,Jerseyville,7.9,2020-01-25,22069.0,0,0,0.0,0.0
10225,Jersey,Illinois,Jerseyville,8.0,2020-01-26,22069.0,0,0,0.0,0.0
10226,Jersey,Illinois,Jerseyville,9.2,2020-01-27,22069.0,0,0,0.0,0.0
10227,Jersey,Illinois,Jerseyville,7.0,2020-01-28,22069.0,0,0,0.0,0.0
10228,Jersey,Illinois,Jerseyville,11.3,2020-01-29,22069.0,0,0,0.0,0.0
10229,Jersey,Illinois,Jerseyville,11.0,2020-01-30,22069.0,0,0,0.0,0.0
10230,Jersey,Illinois,Jerseyville,16.9,2020-01-31,22069.0,0,0,0.0,0.0
10231,Jersey,Illinois,Jerseyville,8.3,2020-02-01,22069.0,0,0,0.0,0.0
10232,Jersey,Illinois,Jerseyville,4.8,2020-02-02,22069.0,0,0,0.0,0.0
10233,Jersey,Illinois,Jerseyville,7.5,2020-02-03,22069.0,0,0,0.0,0.0
10234,Jersey,Illinois,Jerseyville,8.9,2020-02-04,22069.0,0,0,0.0,0.0
10235,Jersey,Illinois,Jerseyville,3.3,2020-02-05,22069.0,0,0,0.0,0.0
10236,Jersey,Illinois,Jerseyville,6.0,2020-02-06,22069.0,0,0,0.0,0.0
10237,Jersey,Illinois,Jerseyville,8.3,2020-02-07,22069.0,0,0,0.0,0.0
10238,Jersey,Illinois,Jerseyville,12.6,2020-02-08,22069.0,0,0,0.0,0.0
10239,Jersey,Illinois,Jerseyville,8.5,2020-02-09,22069.0,0,0,0.0,0.0
10240,Jersey,Illinois,Jerseyville,14.2,2020-02-10,22069.0,0,0,0.0,0.0
10241,Jersey,Illinois,Jerseyville,10.7,2020-02-11,22069.0,0,0,0.0,0.0
10242,Jersey,Illinois,Jerseyville,8.7,2020-02-12,22069.0,0,0,0.0,0.0
10243,Jersey,Illinois,Jerseyville,7.3,2020-02-13,22069.0,0,0,0.0,0.0
10244,Jersey,Illinois,Jerseyville,5.4,2020-02-14,22069.0,0,0,0.0,0.0
10245,Jersey,Illinois,Jerseyville,6.1,2020-02-15,22069.0,0,0,0.0,0.0
10246,Jersey,Illinois,Jerseyville,8.0,2020-02-16,22069.0,0,0,0.0,0.0
10247,Jersey,Illinois,Jerseyville,8.6,2020-02-17,22069.0,0,0,0.0,0.0
10248,Jersey,Illinois,Jerseyville,7.0,2020-02-18,22069.0,0,0,0.0,0.0
10249,Jersey,Illinois,Jerseyville,9.0,2020-02-19,22069.0,0,0,0.0,0.0
10250,Jersey,Illinois,Jerseyville,8.1,2020-02-20,22069.0,0,0,0.0,0.0
10251,Jersey,Illinois,Jerseyville,11.8,2020-02-21,22069.0,0,0,0.0,0.0
10252,Jersey,Illinois,Jerseyville,10.2,2020-02-22,22069.0,0,0,0.0,0.0
10253,Jersey,Illinois,Jerseyville,11.0,2020-02-23,22069.0,0,0,0.0,0.0
10254,Jersey,Illinois,Jerseyville,5.7,2020-02-24,22069.0,0,0,0.0,0.0
10255,Jersey,Illinois,Jerseyville,9.2,2020-02-25,22069.0,0,0,0.0,0.0
10256,Jersey,Illinois,Jerseyville,2.4,2020-02-26,22069.0,0,0,0.0,0.0
10257,Jersey,Illinois,Jerseyville,3.7,2020-02-27,22069.0,0,0,0.0,0.0
10258,Jersey,Illinois,Jerseyville,6.7,2020-02-28,22069.0,0,0,0.0,0.0
10259,Jersey,Illinois,Jerseyville,6.1,2020-02-29,22069.0,0,0,0.0,0.0
10260,Jersey,Illinois,Jerseyville,7.6,2020-03-01,22069.0,0,0,0.0,0.0
10261,Jersey,Illinois,Jerseyville,4.9,2020-03-02,22069.0,0,0,0.0,0.0
10262,Jersey,Illinois,Jerseyville,5.7,2020-03-03,22069.0,0,0,0.0,0.0
10263,Jersey,Illinois,Jerseyville,4.6,2020-03-04,22069.0,0,0,0.0,0.0
10264,Jersey,Illinois,Jerseyville,3.8,2020-03-05,22069.0,0,0,0.0,0.0
10265,Jersey,Illinois,Jerseyville,4.9,2020-03-06,22069.0,0,0,0.0,0.0
10266,Jersey,Illinois,Jerseyville,7.3,2020-03-07,22069.0,0,0,0.0,0.0
10267,Jersey,Illinois,Jerseyville,8.4,2020-03-08,22069.0,0,0,0.0,0.0
10268,Jersey,Illinois,Jerseyville,10.1,2020-03-09,22069.0,0,0,0.0,0.0
10269,Jersey,Illinois,Jerseyville,10.5,2020-03-10,22069.0,0,0,0.0,0.0
10270,Jersey,Illinois,Jerseyville,27.0,2020-03-11,22069.0,0,0,0.0,0.0
10271,Jersey,Illinois,Jerseyville,8.3,2020-03-12,22069.0,0,0,0.0,0.0
10272,Jersey,Illinois,Jerseyville,5.3,2020-03-13,22069.0,0,0,0.0,0.0
10273,Jersey,Illinois,Jerseyville,5.1,2020-03-14,22069.0,0,0,0.0,0.0
10274,Jersey,Illinois,Jerseyville,7.0,2020-03-15,22069.0,0,0,0.0,0.0
10275,Jersey,Illinois,Jerseyville,11.5,2020-03-16,22069.0,0,0,0.0,0.0
10276,Jersey,Illinois,Jerseyville,7.0,2020-03-17,22069.0,0,0,0.0,0.0
10277,Jersey,Illinois,Jerseyville,8.2,2020-03-18,22069.0,0,0,0.0,0.0
10278,Jersey,Illinois,Jerseyville,3.7,2020-03-19,22069.0,0,0,0.0,0.0
10279,Jersey,Illinois,Jerseyville,6.3,2020-03-20,22069.0,0,0,0.0,0.0
10280,Jersey,Illinois,Jerseyville,4.5,2020-03-21,22069.0,0,0,0.0,0.0
10281,Jersey,Illinois,Jerseyville,10.3,2020-03-22,22069.0,0,0,0.0,0.0
10282,Jersey,Illinois,Jerseyville,10.0,2020-03-23,22069.0,0,0,0.0,0.0
10283,Jersey,Illinois,Jerseyville,12.8,2020-03-24,22069.0,0,0,0.0,0.0
10284,Jersey,Illinois,Jerseyville,10.2,2020-03-25,22069.0,0,0,0.0,0.0
10285,Jersey,Illinois,Jerseyville,13.1,2020-03-26,22069.0,0,0,0.0,0.0
10286,Jersey,Illinois,Jerseyville,10.5,2020-03-27,22069.0,0,0,0.0,0.0
10287,Jersey,Illinois,Jerseyville,11.9,2020-03-28,22069.0,0,0,0.0,0.0
10288,Jersey,Illinois,Jerseyville,4.5,2020-03-29,22069.0,0,0,0.0,0.0
10289,Jersey,Illinois,Jerseyville,6.6,2020-03-30,22069.0,0,0,0.0,0.0
10290,Jersey,Illinois,Jerseyville,3.9,2020-03-31,22069.0,0,0,0.0,0.0
10291,Sangamon,Illinois,Not in a city,10.9,2020-01-22,197661.0,0,0,,
10292,Sangamon,Illinois,Not in a city,10.1,2020-01-23,197661.0,0,0,0.0,0.0
10293,Sangamon,Illinois,Not in a city,10.5,2020-01-24,197661.0,0,0,0.0,0.0
10294,Sangamon,Illinois,Not in a city,6.3,2020-01-25,197661.0,0,0,0.0,0.0
10295,Sangamon,Illinois,Not in a city,9.0,2020-01-26,197661.0,0,0,0.0,0.0
10296,Sangamon,Illinois,Not in a city,9.0,2020-01-27,197661.0,0,0,0.0,0.0
10297,Sangamon,Illinois,Not in a city,9.7,2020-01-28,197661.0,0,0,0.0,0.0
10298,Sangamon,Illinois,Not in a city,6.4,2020-01-29,197661.0,0,0,0.0,0.0
10299,Sangamon,Illinois,Not in a city,9.0,2020-01-30,197661.0,0,0,0.0,0.0
10300,Sangamon,Illinois,Not in a city,13.7,2020-01-31,197661.0,0,0,0.0,0.0
10301,Sangamon,Illinois,Not in a city,9.3,2020-02-01,197661.0,0,0,0.0,0.0
10302,Sangamon,Illinois,Not in a city,6.3,2020-02-02,197661.0,0,0,0.0,0.0
10303,Sangamon,Illinois,Not in a city,8.1,2020-02-03,197661.0,0,0,0.0,0.0
10304,Sangamon,Illinois,Not in a city,5.7,2020-02-04,197661.0,0,0,0.0,0.0
10305,Sangamon,Illinois,Not in a city,1.7,2020-02-05,197661.0,0,0,0.0,0.0
10306,Sangamon,Illinois,Not in a city,5.6,2020-02-06,197661.0,0,0,0.0,0.0
10307,Sangamon,Illinois,Not in a city,6.0,2020-02-07,197661.0,0,0,0.0,0.0
10308,Sangamon,Illinois,Not in a city,14.1,2020-02-08,197661.0,0,0,0.0,0.0
10309,Sangamon,Illinois,Not in a city,7.9,2020-02-09,197661.0,0,0,0.0,0.0
10310,Sangamon,Illinois,Not in a city,12.1,2020-02-10,197661.0,0,0,0.0,0.0
10311,Sangamon,Illinois,Not in a city,8.5,2020-02-11,197661.0,0,0,0.0,0.0
10312,Sangamon,Illinois,Not in a city,7.5,2020-02-12,197661.0,0,0,0.0,0.0
10313,Sangamon,Illinois,Not in a city,10.7,2020-02-13,197661.0,0,0,0.0,0.0
10314,Sangamon,Illinois,Not in a city,5.4,2020-02-14,197661.0,0,0,0.0,0.0
10315,Sangamon,Illinois,Not in a city,4.4,2020-02-15,197661.0,0,0,0.0,0.0
10316,Sangamon,Illinois,Not in a city,8.7,2020-02-16,197661.0,0,0,0.0,0.0
10317,Sangamon,Illinois,Not in a city,9.6,2020-02-17,197661.0,0,0,0.0,0.0
10318,Sangamon,Illinois,Not in a city,7.3,2020-02-18,197661.0,0,0,0.0,0.0
10319,Sangamon,Illinois,Not in a city,7.9,2020-02-19,197661.0,0,0,0.0,0.0
10320,Sangamon,Illinois,Not in a city,5.5,2020-02-20,197661.0,0,0,0.0,0.0
10321,Sangamon,Illinois,Not in a city,7.7,2020-02-21,197661.0,0,0,0.0,0.0
10322,Sangamon,Illinois,Not in a city,10.0,2020-02-22,197661.0,0,0,0.0,0.0
10323,Sangamon,Illinois,Not in a city,10.9,2020-02-23,197661.0,0,0,0.0,0.0
10324,Sangamon,Illinois,Not in a city,8.0,2020-02-24,197661.0,0,0,0.0,0.0
10325,Sangamon,Illinois,Not in a city,6.8,2020-02-25,197661.0,0,0,0.0,0.0
10326,Sangamon,Illinois,Not in a city,2.5,2020-02-26,197661.0,0,0,0.0,0.0
10327,Sangamon,Illinois,Not in a city,3.3,2020-02-27,197661.0,0,0,0.0,0.0
10328,Sangamon,Illinois,Not in a city,6.0,2020-02-28,197661.0,0,0,0.0,0.0
10329,Sangamon,Illinois,Not in a city,4.0,2020-02-29,197661.0,0,0,0.0,0.0
10330,Sangamon,Illinois,Not in a city,6.5,2020-03-01,197661.0,0,0,0.0,0.0
10331,Sangamon,Illinois,Not in a city,4.8,2020-03-02,197661.0,0,0,0.0,0.0
10332,Sangamon,Illinois,Not in a city,5.0,2020-03-03,197661.0,0,0,0.0,0.0
10333,Sangamon,Illinois,Not in a city,11.0,2020-03-04,197661.0,0,0,0.0,0.0
10334,Sangamon,Illinois,Not in a city,5.3,2020-03-05,197661.0,0,0,0.0,0.0
10335,Sangamon,Illinois,Not in a city,3.8,2020-03-06,197661.0,0,0,0.0,0.0
10336,Sangamon,Illinois,Not in a city,5.9,2020-03-07,197661.0,0,0,0.0,0.0
10337,Sangamon,Illinois,Not in a city,5.7,2020-03-08,197661.0,0,0,0.0,0.0
10338,Sangamon,Illinois,Not in a city,6.8,2020-03-09,197661.0,0,0,0.0,0.0
10339,Sangamon,Illinois,Not in a city,10.9,2020-03-10,197661.0,0,0,0.0,0.0
10340,Sangamon,Illinois,Not in a city,18.4,2020-03-11,197661.0,0,0,0.0,0.0
10341,Sangamon,Illinois,Not in a city,8.8,2020-03-12,197661.0,0,0,0.0,0.0
10342,Sangamon,Illinois,Not in a city,3.0,2020-03-13,197661.0,0,0,0.0,0.0
10343,Sangamon,Illinois,Not in a city,3.0,2020-03-14,197661.0,0,0,0.0,0.0
10344,Sangamon,Illinois,Not in a city,6.0,2020-03-15,197661.0,2,0,2.0,0.0
10345,Sangamon,Illinois,Not in a city,7.5,2020-03-16,197661.0,2,0,0.0,0.0
10346,Sangamon,Illinois,Not in a city,6.1,2020-03-17,197661.0,4,0,2.0,0.0
10347,Sangamon,Illinois,Not in a city,6.4,2020-03-18,197661.0,3,0,-1.0,0.0
10348,Sangamon,Illinois,Not in a city,2.9,2020-03-19,197661.0,4,1,1.0,1.0
10349,Sangamon,Illinois,Not in a city,4.3,2020-03-20,197661.0,4,1,0.0,0.0
10350,Sangamon,Illinois,Not in a city,5.0,2020-03-21,197661.0,4,1,0.0,0.0
10351,Sangamon,Illinois,Not in a city,8.0,2020-03-22,197661.0,4,1,0.0,0.0
10352,Sangamon,Illinois,Not in a city,9.4,2020-03-23,197661.0,4,1,0.0,0.0
10353,Sangamon,Illinois,Not in a city,13.6,2020-03-24,197661.0,5,1,1.0,0.0
10354,Sangamon,Illinois,Not in a city,8.4,2020-03-25,197661.0,5,1,0.0,0.0
10355,Sangamon,Illinois,Not in a city,11.6,2020-03-26,197661.0,5,1,0.0,0.0
10356,Sangamon,Illinois,Not in a city,11.4,2020-03-27,197661.0,7,1,2.0,0.0
10357,Sangamon,Illinois,Not in a city,11.6,2020-03-28,197661.0,8,1,1.0,0.0
10358,Sangamon,Illinois,Not in a city,2.7,2020-03-29,197661.0,9,1,1.0,0.0
10359,Sangamon,Illinois,Not in a city,4.2,2020-03-30,197661.0,12,1,3.0,0.0
10360,Sangamon,Illinois,Not in a city,4.2,2020-03-31,197661.0,14,1,2.0,0.0
10361,DuPage,Illinois,Naperville,12.5,2020-01-22,931743.0,0,0,,
10362,DuPage,Illinois,Naperville,13.7,2020-01-23,931743.0,0,0,0.0,0.0
10363,DuPage,Illinois,Naperville,14.3,2020-01-24,931743.0,0,0,0.0,0.0
10364,DuPage,Illinois,Naperville,7.8,2020-01-25,931743.0,0,0,0.0,0.0
10365,DuPage,Illinois,Naperville,9.6,2020-01-26,931743.0,0,0,0.0,0.0
10366,DuPage,Illinois,Naperville,17.3,2020-01-27,931743.0,0,0,0.0,0.0
10367,DuPage,Illinois,Naperville,11.1,2020-01-28,931743.0,0,0,0.0,0.0
10368,DuPage,Illinois,Naperville,18.6,2020-01-29,931743.0,0,0,0.0,0.0
10369,DuPage,Illinois,Naperville,19.6,2020-01-30,931743.0,0,0,0.0,0.0
10370,DuPage,Illinois,Naperville,20.9,2020-01-31,931743.0,0,0,0.0,0.0
10371,DuPage,Illinois,Naperville,15.1,2020-02-01,931743.0,0,0,0.0,0.0
10372,DuPage,Illinois,Naperville,5.8,2020-02-02,931743.0,0,0,0.0,0.0
10373,DuPage,Illinois,Naperville,8.1,2020-02-03,931743.0,0,0,0.0,0.0
10374,DuPage,Illinois,Naperville,4.2,2020-02-04,931743.0,0,0,0.0,0.0
10375,DuPage,Illinois,Naperville,3.9,2020-02-05,931743.0,0,0,0.0,0.0
10376,DuPage,Illinois,Naperville,4.5,2020-02-06,931743.0,0,0,0.0,0.0
10377,DuPage,Illinois,Naperville,9.1,2020-02-07,931743.0,0,0,0.0,0.0
10378,DuPage,Illinois,Naperville,12.7,2020-02-08,931743.0,0,0,0.0,0.0
10379,DuPage,Illinois,Naperville,12.0,2020-02-09,931743.0,0,0,0.0,0.0
10380,DuPage,Illinois,Naperville,13.8,2020-02-10,931743.0,0,0,0.0,0.0
10381,DuPage,Illinois,Naperville,12.4,2020-02-11,931743.0,0,0,0.0,0.0
10382,DuPage,Illinois,Naperville,11.2,2020-02-12,931743.0,0,0,0.0,0.0
10383,DuPage,Illinois,Naperville,8.4,2020-02-13,931743.0,0,0,0.0,0.0
10384,DuPage,Illinois,Naperville,10.9,2020-02-14,931743.0,0,0,0.0,0.0
10385,DuPage,Illinois,Naperville,8.7,2020-02-15,931743.0,0,0,0.0,0.0
10386,DuPage,Illinois,Naperville,12.2,2020-02-16,931743.0,0,0,0.0,0.0
10387,DuPage,Illinois,Naperville,18.8,2020-02-17,931743.0,0,0,0.0,0.0
10388,DuPage,Illinois,Naperville,11.8,2020-02-18,931743.0,0,0,0.0,0.0
10389,DuPage,Illinois,Naperville,5.6,2020-02-19,931743.0,0,0,0.0,0.0
10390,DuPage,Illinois,Naperville,6.1,2020-02-20,931743.0,0,0,0.0,0.0
10391,DuPage,Illinois,Naperville,11.2,2020-02-21,931743.0,0,0,0.0,0.0
10392,DuPage,Illinois,Naperville,8.5,2020-02-22,931743.0,0,0,0.0,0.0
10393,DuPage,Illinois,Naperville,10.8,2020-02-23,931743.0,0,0,0.0,0.0
10394,DuPage,Illinois,Naperville,8.8,2020-02-24,931743.0,0,0,0.0,0.0
10395,DuPage,Illinois,Naperville,6.2,2020-02-25,931743.0,0,0,0.0,0.0
10396,DuPage,Illinois,Naperville,4.3,2020-02-26,931743.0,0,0,0.0,0.0
10397,DuPage,Illinois,Naperville,6.1,2020-02-27,931743.0,0,0,0.0,0.0
10398,DuPage,Illinois,Naperville,7.4,2020-02-28,931743.0,0,0,0.0,0.0
10399,DuPage,Illinois,Naperville,4.4,2020-02-29,931743.0,0,0,0.0,0.0
10400,DuPage,Illinois,Naperville,5.5,2020-03-01,931743.0,0,0,0.0,0.0
10401,DuPage,Illinois,Naperville,8.1,2020-03-02,931743.0,0,0,0.0,0.0
10402,DuPage,Illinois,Naperville,7.1,2020-03-03,931743.0,0,0,0.0,0.0
10403,DuPage,Illinois,Naperville,4.4,2020-03-04,931743.0,0,0,0.0,0.0
10404,DuPage,Illinois,Naperville,5.9,2020-03-05,931743.0,0,0,0.0,0.0
10405,DuPage,Illinois,Naperville,6.9,2020-03-06,931743.0,0,0,0.0,0.0
10406,DuPage,Illinois,Naperville,7.9,2020-03-07,931743.0,0,0,0.0,0.0
10407,DuPage,Illinois,Naperville,7.3,2020-03-08,931743.0,0,0,0.0,0.0
10408,DuPage,Illinois,Naperville,9.8,2020-03-09,931743.0,0,0,0.0,0.0
10409,DuPage,Illinois,Naperville,10.1,2020-03-10,931743.0,0,0,0.0,0.0
10410,DuPage,Illinois,Naperville,13.8,2020-03-11,931743.0,0,0,0.0,0.0
10411,DuPage,Illinois,Naperville,13.3,2020-03-12,931743.0,0,0,0.0,0.0
10412,DuPage,Illinois,Naperville,4.0,2020-03-13,931743.0,0,0,0.0,0.0
10413,DuPage,Illinois,Naperville,8.2,2020-03-14,931743.0,1,0,1.0,0.0
10414,DuPage,Illinois,Naperville,5.1,2020-03-15,931743.0,1,0,0.0,0.0
10415,DuPage,Illinois,Naperville,13.5,2020-03-16,931743.0,1,0,0.0,0.0
10416,DuPage,Illinois,Naperville,10.0,2020-03-17,931743.0,26,0,25.0,0.0
10417,DuPage,Illinois,Naperville,15.3,2020-03-18,931743.0,45,0,19.0,0.0
10418,DuPage,Illinois,Naperville,7.2,2020-03-19,931743.0,54,0,9.0,0.0
10419,DuPage,Illinois,Naperville,6.5,2020-03-20,931743.0,54,0,0.0,0.0
10420,DuPage,Illinois,Naperville,5.7,2020-03-21,931743.0,65,0,11.0,0.0
10421,DuPage,Illinois,Naperville,10.9,2020-03-22,931743.0,79,0,14.0,0.0
10422,DuPage,Illinois,Naperville,12.4,2020-03-23,931743.0,95,0,16.0,0.0
10423,DuPage,Illinois,Naperville,20.0,2020-03-24,931743.0,103,0,8.0,0.0
10424,DuPage,Illinois,Naperville,15.0,2020-03-25,931743.0,131,0,28.0,0.0
10425,DuPage,Illinois,Naperville,10.3,2020-03-26,931743.0,131,1,0.0,1.0
10426,DuPage,Illinois,Naperville,13.0,2020-03-27,931743.0,199,6,68.0,5.0
10427,DuPage,Illinois,Naperville,8.1,2020-03-28,931743.0,202,6,3.0,0.0
10428,DuPage,Illinois,Naperville,3.7,2020-03-29,931743.0,274,7,72.0,1.0
10429,DuPage,Illinois,Naperville,4.5,2020-03-30,931743.0,320,8,46.0,1.0
10430,DuPage,Illinois,Naperville,5.4,2020-03-31,931743.0,356,10,36.0,2.0
10431,Kane,Illinois,Aurora,32.6,2020-03-24,530839.0,24,0,6.0,0.0
10432,Kane,Illinois,Aurora,9.5,2020-04-03,530839.0,176,9,22.0,1.0
10433,Kane,Illinois,Aurora,6.0,2020-04-15,530839.0,463,24,15.0,0.0
10434,Macon,Illinois,Decatur,14.0,2020-01-22,106512.0,0,0,,
10435,Macon,Illinois,Decatur,16.5,2020-01-23,106512.0,0,0,0.0,0.0
10436,Macon,Illinois,Decatur,11.9,2020-01-24,106512.0,0,0,0.0,0.0
10437,Macon,Illinois,Decatur,7.8,2020-01-25,106512.0,0,0,0.0,0.0
10438,Macon,Illinois,Decatur,7.1,2020-01-26,106512.0,0,0,0.0,0.0
10439,Macon,Illinois,Decatur,13.9,2020-01-27,106512.0,0,0,0.0,0.0
10440,Macon,Illinois,Decatur,12.7,2020-01-28,106512.0,0,0,0.0,0.0
10441,Macon,Illinois,Decatur,7.2,2020-01-29,106512.0,0,0,0.0,0.0
10442,Macon,Illinois,Decatur,11.9,2020-01-30,106512.0,0,0,0.0,0.0
10443,Macon,Illinois,Decatur,15.7,2020-01-31,106512.0,0,0,0.0,0.0
10444,Macon,Illinois,Decatur,12.7,2020-02-01,106512.0,0,0,0.0,0.0
10445,Macon,Illinois,Decatur,7.3,2020-02-02,106512.0,0,0,0.0,0.0
10446,Macon,Illinois,Decatur,9.1,2020-02-03,106512.0,0,0,0.0,0.0
10447,Macon,Illinois,Decatur,6.7,2020-02-04,106512.0,0,0,0.0,0.0
10448,Macon,Illinois,Decatur,2.8,2020-02-05,106512.0,0,0,0.0,0.0
10449,Macon,Illinois,Decatur,7.0,2020-02-06,106512.0,0,0,0.0,0.0
10450,Macon,Illinois,Decatur,8.4,2020-02-07,106512.0,0,0,0.0,0.0
10451,Macon,Illinois,Decatur,15.9,2020-02-08,106512.0,0,0,0.0,0.0
10452,Macon,Illinois,Decatur,10.2,2020-02-09,106512.0,0,0,0.0,0.0
10453,Macon,Illinois,Decatur,11.0,2020-02-10,106512.0,0,0,0.0,0.0
10454,Macon,Illinois,Decatur,13.1,2020-02-11,106512.0,0,0,0.0,0.0
10455,Macon,Illinois,Decatur,9.5,2020-02-12,106512.0,0,0,0.0,0.0
10456,Macon,Illinois,Decatur,8.8,2020-02-13,106512.0,0,0,0.0,0.0
10457,Macon,Illinois,Decatur,10.4,2020-02-14,106512.0,0,0,0.0,0.0
10458,Macon,Illinois,Decatur,7.5,2020-02-15,106512.0,0,0,0.0,0.0
10459,Macon,Illinois,Decatur,11.1,2020-02-16,106512.0,0,0,0.0,0.0
10460,Macon,Illinois,Decatur,9.8,2020-02-17,106512.0,0,0,0.0,0.0
10461,Macon,Illinois,Decatur,13.1,2020-02-18,106512.0,0,0,0.0,0.0
10462,Macon,Illinois,Decatur,8.0,2020-02-19,106512.0,0,0,0.0,0.0
10463,Macon,Illinois,Decatur,5.5,2020-02-20,106512.0,0,0,0.0,0.0
10464,Macon,Illinois,Decatur,8.0,2020-02-21,106512.0,0,0,0.0,0.0
10465,Macon,Illinois,Decatur,10.8,2020-02-22,106512.0,0,0,0.0,0.0
10466,Macon,Illinois,Decatur,9.8,2020-02-23,106512.0,0,0,0.0,0.0
10467,Macon,Illinois,Decatur,12.0,2020-02-24,106512.0,0,0,0.0,0.0
10468,Macon,Illinois,Decatur,12.1,2020-02-25,106512.0,0,0,0.0,0.0
10469,Macon,Illinois,Decatur,9.6,2020-02-28,106512.0,0,0,0.0,0.0
10470,Macon,Illinois,Decatur,5.3,2020-02-29,106512.0,0,0,0.0,0.0
10471,Macon,Illinois,Decatur,7.6,2020-03-01,106512.0,0,0,0.0,0.0
10472,Macon,Illinois,Decatur,7.3,2020-03-02,106512.0,0,0,0.0,0.0
10473,Macon,Illinois,Decatur,8.3,2020-03-03,106512.0,0,0,0.0,0.0
10474,Macon,Illinois,Decatur,6.1,2020-03-04,106512.0,0,0,0.0,0.0
10475,Macon,Illinois,Decatur,6.4,2020-03-05,106512.0,0,0,0.0,0.0
10476,Macon,Illinois,Decatur,5.4,2020-03-06,106512.0,0,0,0.0,0.0
10477,Macon,Illinois,Decatur,7.8,2020-03-07,106512.0,0,0,0.0,0.0
10478,Macon,Illinois,Decatur,9.5,2020-03-08,106512.0,0,0,0.0,0.0
10479,Macon,Illinois,Decatur,8.4,2020-03-09,106512.0,0,0,0.0,0.0
10480,Macon,Illinois,Decatur,13.9,2020-03-10,106512.0,0,0,0.0,0.0
10481,Macon,Illinois,Decatur,19.2,2020-03-11,106512.0,0,0,0.0,0.0
10482,Macon,Illinois,Decatur,11.4,2020-03-12,106512.0,0,0,0.0,0.0
10483,Macon,Illinois,Decatur,3.8,2020-03-13,106512.0,0,0,0.0,0.0
10484,Macon,Illinois,Decatur,5.7,2020-03-14,106512.0,0,0,0.0,0.0
10485,Macon,Illinois,Decatur,6.0,2020-03-15,106512.0,0,0,0.0,0.0
10486,Macon,Illinois,Decatur,9.8,2020-03-16,106512.0,0,0,0.0,0.0
10487,Macon,Illinois,Decatur,6.7,2020-03-17,106512.0,0,0,0.0,0.0
10488,Macon,Illinois,Decatur,5.9,2020-03-18,106512.0,0,0,0.0,0.0
10489,Macon,Illinois,Decatur,2.3,2020-03-19,106512.0,0,0,0.0,0.0
10490,Macon,Illinois,Decatur,8.6,2020-03-20,106512.0,0,0,0.0,0.0
10491,Macon,Illinois,Decatur,8.6,2020-03-21,106512.0,0,0,0.0,0.0
10492,Macon,Illinois,Decatur,8.9,2020-03-22,106512.0,0,0,0.0,0.0
10493,Macon,Illinois,Decatur,14.2,2020-03-23,106512.0,0,0,0.0,0.0
10494,Macon,Illinois,Decatur,13.6,2020-03-24,106512.0,0,0,0.0,0.0
10495,Macon,Illinois,Decatur,12.4,2020-03-25,106512.0,0,0,0.0,0.0
10496,Macon,Illinois,Decatur,11.3,2020-03-26,106512.0,0,0,0.0,0.0
10497,Macon,Illinois,Decatur,10.6,2020-03-27,106512.0,0,0,0.0,0.0
10498,Macon,Illinois,Decatur,12.1,2020-03-28,106512.0,1,0,1.0,0.0
10499,Macon,Illinois,Decatur,4.9,2020-03-29,106512.0,2,0,1.0,0.0
10500,Macon,Illinois,Decatur,4.0,2020-03-30,106512.0,2,0,0.0,0.0
10501,Macon,Illinois,Decatur,7.6,2020-03-31,106512.0,2,0,0.0,0.0
10502,Rock Island,Illinois,Rock Island Arsenal (U.S. Army),11.2,2020-01-22,145275.0,0,0,,
10503,Rock Island,Illinois,Rock Island Arsenal (U.S. Army),11.0,2020-01-23,145275.0,0,0,0.0,0.0
