,County,State,City,Pollutant,Date
7066,Richmond,Georgia,Augusta,13.9,2020-03-16
7067,Richmond,Georgia,Augusta,16.0,2020-03-17
7068,Richmond,Georgia,Augusta,23.6,2020-03-18
7069,Richmond,Georgia,Augusta,11.2,2020-03-19
7070,Richmond,Georgia,Augusta,11.2,2020-03-20
7071,Richmond,Georgia,Augusta,11.4,2020-03-21
7072,Richmond,Georgia,Augusta,9.4,2020-03-22
7073,Richmond,Georgia,Augusta,10.7,2020-03-23
7074,Richmond,Georgia,Augusta,10.6,2020-03-24
7075,Richmond,Georgia,Augusta,8.7,2020-03-25
7076,Richmond,Georgia,Augusta,9.0,2020-03-26
7077,Richmond,Georgia,Augusta,16.7,2020-03-27
7078,Richmond,Georgia,Augusta,20.2,2020-03-28
7079,Richmond,Georgia,Augusta,21.2,2020-03-29
7080,Richmond,Georgia,Augusta,8.1,2020-03-30
7081,Richmond,Georgia,Augusta,11.1,2020-03-31
7082,Richmond,Georgia,Augusta,4.2,2020-04-01
7083,Richmond,Georgia,Augusta,7.7,2020-04-02
7084,Richmond,Georgia,Augusta,10.8,2020-04-03
7085,Richmond,Georgia,Augusta,17.2,2020-04-04
7086,Richmond,Georgia,Augusta,11.9,2020-04-05
7087,Richmond,Georgia,Augusta,11.8,2020-04-06
7088,Richmond,Georgia,Augusta,17.5,2020-04-07
7089,Richmond,Georgia,Augusta,14.0,2020-04-08
7090,Richmond,Georgia,Augusta,8.9,2020-04-09
7091,Richmond,Georgia,Augusta,7.5,2020-04-10
7092,Richmond,Georgia,Augusta,10.7,2020-04-11
7093,Richmond,Georgia,Augusta,12.3,2020-04-12
7094,Richmond,Georgia,Augusta,9.3,2020-04-13
7095,Richmond,Georgia,Augusta,6.8,2020-04-22
7096,Richmond,Georgia,Augusta,7.4,2020-04-23
7097,Richmond,Georgia,Augusta,6.1,2020-04-24
7098,Richmond,Georgia,Augusta,9.0,2020-04-25
7099,Richmond,Georgia,Augusta,4.3,2020-04-26
7100,Richmond,Georgia,Augusta,6.6,2020-04-27
7101,Richmond,Georgia,Augusta,13.7,2020-04-28
7102,Richmond,Georgia,Augusta,6.5,2020-04-29
7103,Richmond,Georgia,Augusta,5.0,2020-04-30
7104,Coffee,Georgia,Not in a city,6.0,2020-01-22
7105,Coffee,Georgia,Not in a city,4.1,2020-01-25
7106,Coffee,Georgia,Not in a city,3.5,2020-01-28
7107,Coffee,Georgia,Not in a city,4.1,2020-01-31
7108,Coffee,Georgia,Not in a city,9.8,2020-02-03
7109,Coffee,Georgia,Not in a city,5.0,2020-02-09
7110,Coffee,Georgia,Not in a city,7.3,2020-02-12
7111,Coffee,Georgia,Not in a city,4.1,2020-02-15
7112,Coffee,Georgia,Not in a city,6.2,2020-02-18
7113,Coffee,Georgia,Not in a city,3.8,2020-02-21
7114,Coffee,Georgia,Not in a city,5.1,2020-02-24
7115,Coffee,Georgia,Not in a city,2.8,2020-02-27
7116,Bibb,Georgia,Macon,7.2,2020-01-22
7117,Bibb,Georgia,Macon,12.6,2020-01-23
7118,Bibb,Georgia,Macon,7.6,2020-01-24
7119,Bibb,Georgia,Macon,4.8,2020-01-25
7120,Bibb,Georgia,Macon,5.4,2020-01-26
7121,Bibb,Georgia,Macon,5.5,2020-01-27
7122,Bibb,Georgia,Macon,5.4,2020-01-28
7123,Bibb,Georgia,Macon,7.8,2020-01-29
7124,Bibb,Georgia,Macon,8.8,2020-01-30
7125,Bibb,Georgia,Macon,6.6,2020-01-31
7126,Bibb,Georgia,Macon,7.7,2020-02-01
7127,Bibb,Georgia,Macon,4.9,2020-02-02
7128,Bibb,Georgia,Macon,7.0,2020-02-03
7129,Bibb,Georgia,Macon,10.1,2020-02-04
7130,Bibb,Georgia,Macon,7.4,2020-02-05
7131,Bibb,Georgia,Macon,5.5,2020-02-06
7132,Bibb,Georgia,Macon,2.4,2020-02-07
7133,Bibb,Georgia,Macon,5.9,2020-02-08
7134,Bibb,Georgia,Macon,6.6,2020-02-09
7135,Bibb,Georgia,Macon,6.5,2020-02-10
7136,Bibb,Georgia,Macon,8.2,2020-02-11
7137,Bibb,Georgia,Macon,6.4,2020-02-12
7138,Bibb,Georgia,Macon,4.5,2020-02-13
7139,Bibb,Georgia,Macon,4.2,2020-02-14
7140,Bibb,Georgia,Macon,6.0,2020-02-15
7141,Bibb,Georgia,Macon,7.0,2020-02-16
7142,Bibb,Georgia,Macon,7.9,2020-02-17
7143,Bibb,Georgia,Macon,5.4,2020-02-18
7144,Bibb,Georgia,Macon,2.7,2020-02-19
7145,Bibb,Georgia,Macon,3.6,2020-02-20
7146,Bibb,Georgia,Macon,5.3,2020-02-21
7147,Bibb,Georgia,Macon,4.9,2020-02-22
7148,Bibb,Georgia,Macon,7.2,2020-02-23
7149,Bibb,Georgia,Macon,9.2,2020-02-24
7150,Bibb,Georgia,Macon,3.7,2020-02-25
7151,Bibb,Georgia,Macon,5.7,2020-02-26
7152,Bibb,Georgia,Macon,4.0,2020-02-27
7153,Bibb,Georgia,Macon,5.9,2020-02-28
7154,Bibb,Georgia,Macon,5.0,2020-02-29
7155,Bibb,Georgia,Macon,10.5,2020-03-01
7156,Bibb,Georgia,Macon,15.0,2020-03-02
7157,Bibb,Georgia,Macon,12.1,2020-03-03
7158,Bibb,Georgia,Macon,6.2,2020-03-04
7159,Bibb,Georgia,Macon,2.7,2020-03-05
7160,Bibb,Georgia,Macon,3.8,2020-03-06
7161,Bibb,Georgia,Macon,5.0,2020-03-07
7162,Bibb,Georgia,Macon,7.0,2020-03-08
7163,Bibb,Georgia,Macon,7.0,2020-03-09
7164,Bibb,Georgia,Macon,7.2,2020-03-10
7165,Bibb,Georgia,Macon,7.9,2020-03-11
7166,Bibb,Georgia,Macon,10.6,2020-03-12
7167,Bibb,Georgia,Macon,9.1,2020-03-13
7168,Bibb,Georgia,Macon,12.4,2020-03-14
7169,Bibb,Georgia,Macon,9.1,2020-03-15
7170,Bibb,Georgia,Macon,13.9,2020-03-16
7171,Bibb,Georgia,Macon,18.9,2020-03-17
7172,Bibb,Georgia,Macon,14.4,2020-03-18
7173,Bibb,Georgia,Macon,14.1,2020-03-19
7174,Bibb,Georgia,Macon,18.8,2020-03-20
7175,Bibb,Georgia,Macon,5.9,2020-03-21
7176,Bibb,Georgia,Macon,8.0,2020-03-22
7177,Bibb,Georgia,Macon,6.2,2020-03-23
7178,Bibb,Georgia,Macon,7.1,2020-03-24
7179,Bibb,Georgia,Macon,6.5,2020-03-25
7180,Bibb,Georgia,Macon,6.8,2020-03-26
7181,Bibb,Georgia,Macon,17.5,2020-03-27
7182,Bibb,Georgia,Macon,18.2,2020-03-28
7183,Bibb,Georgia,Macon,16.2,2020-03-29
7184,Bibb,Georgia,Macon,7.5,2020-03-30
7185,Bibb,Georgia,Macon,9.9,2020-03-31
7186,Bibb,Georgia,Macon,5.2,2020-04-01
7187,Bibb,Georgia,Macon,6.0,2020-04-02
7188,Bibb,Georgia,Macon,10.4,2020-04-03
7189,Bibb,Georgia,Macon,14.4,2020-04-04
7190,Bibb,Georgia,Macon,12.5,2020-04-05
7191,Bibb,Georgia,Macon,12.9,2020-04-06
7192,Bibb,Georgia,Macon,19.2,2020-04-07
7193,Bibb,Georgia,Macon,11.0,2020-04-08
7194,Bibb,Georgia,Macon,6.8,2020-04-09
7195,Bibb,Georgia,Macon,6.0,2020-04-10
7196,Bibb,Georgia,Macon,8.4,2020-04-11
7197,Bibb,Georgia,Macon,13.0,2020-04-12
7198,Bibb,Georgia,Macon,8.5,2020-04-13
7199,Bibb,Georgia,Macon,7.4,2020-04-14
7200,Bibb,Georgia,Macon,6.2,2020-04-15
7201,Bibb,Georgia,Macon,6.9,2020-04-16
7202,Bibb,Georgia,Macon,7.9,2020-04-17
7203,Bibb,Georgia,Macon,9.1,2020-04-18
7204,Bibb,Georgia,Macon,4.4,2020-04-19
7205,Bibb,Georgia,Macon,4.0,2020-04-20
7206,Bibb,Georgia,Macon,7.6,2020-04-21
7207,Bibb,Georgia,Macon,5.1,2020-04-22
7208,Bibb,Georgia,Macon,4.4,2020-04-23
7209,Bibb,Georgia,Macon,5.3,2020-04-24
7210,Bibb,Georgia,Macon,6.0,2020-04-25
7211,Bibb,Georgia,Macon,3.3,2020-04-26
7212,Bibb,Georgia,Macon,5.0,2020-04-27
7213,Bibb,Georgia,Macon,9.4,2020-04-28
7214,Bibb,Georgia,Macon,5.6,2020-04-29
7215,Bibb,Georgia,Macon,4.0,2020-04-30
7216,Walker,Georgia,Not in a city,14.1,2020-01-22
7217,Walker,Georgia,Not in a city,15.3,2020-01-23
7218,Walker,Georgia,Not in a city,3.8,2020-01-24
7219,Walker,Georgia,Not in a city,4.4,2020-01-25
7220,Walker,Georgia,Not in a city,8.8,2020-01-26
7221,Walker,Georgia,Not in a city,8.0,2020-01-27
7222,Walker,Georgia,Not in a city,9.7,2020-01-28
7223,Walker,Georgia,Not in a city,11.7,2020-01-31
7224,Walker,Georgia,Not in a city,7.9,2020-02-01
7225,Walker,Georgia,Not in a city,4.9,2020-02-02
7226,Walker,Georgia,Not in a city,8.5,2020-02-03
7227,Walker,Georgia,Not in a city,6.4,2020-02-04
7228,Walker,Georgia,Not in a city,5.6,2020-02-05
7229,Walker,Georgia,Not in a city,1.4,2020-02-06
7230,Walker,Georgia,Not in a city,4.4,2020-02-07
7231,Walker,Georgia,Not in a city,10.6,2020-02-08
7232,Walker,Georgia,Not in a city,11.6,2020-02-09
7233,Walker,Georgia,Not in a city,5.8,2020-02-10
7234,Walker,Georgia,Not in a city,2.3,2020-02-11
7235,Walker,Georgia,Not in a city,7.1,2020-02-12
7236,Walker,Georgia,Not in a city,2.6,2020-02-13
7237,Walker,Georgia,Not in a city,7.0,2020-02-14
7238,Walker,Georgia,Not in a city,9.7,2020-02-15
7239,Walker,Georgia,Not in a city,13.8,2020-02-16
7240,Walker,Georgia,Not in a city,11.7,2020-02-17
7241,Walker,Georgia,Not in a city,4.6,2020-02-18
7242,Walker,Georgia,Not in a city,5.9,2020-02-19
7243,Walker,Georgia,Not in a city,5.0,2020-02-20
7244,Walker,Georgia,Not in a city,7.5,2020-02-21
7245,Walker,Georgia,Not in a city,12.2,2020-02-22
7246,Walker,Georgia,Not in a city,14.0,2020-02-23
7247,Walker,Georgia,Not in a city,10.8,2020-02-24
7248,Walker,Georgia,Not in a city,4.9,2020-02-25
7249,Walker,Georgia,Not in a city,5.2,2020-02-26
7250,Walker,Georgia,Not in a city,5.1,2020-02-27
7251,Walker,Georgia,Not in a city,7.3,2020-02-28
7252,Walker,Georgia,Not in a city,6.5,2020-02-29
7253,Walker,Georgia,Not in a city,18.2,2020-03-01
7254,Walker,Georgia,Not in a city,13.6,2020-03-02
7255,Walker,Georgia,Not in a city,7.8,2020-03-03
7256,Walker,Georgia,Not in a city,8.8,2020-03-04
7257,Walker,Georgia,Not in a city,7.0,2020-03-05
7258,Walker,Georgia,Not in a city,4.2,2020-03-06
7259,Walker,Georgia,Not in a city,7.0,2020-03-07
7260,Walker,Georgia,Not in a city,14.7,2020-03-08
7261,Walker,Georgia,Not in a city,11.4,2020-03-09
7262,Walker,Georgia,Not in a city,5.8,2020-03-10
7263,Walker,Georgia,Not in a city,7.6,2020-03-11
7264,Walker,Georgia,Not in a city,8.6,2020-03-12
7265,Walker,Georgia,Not in a city,7.0,2020-03-13
7266,Walker,Georgia,Not in a city,5.5,2020-03-14
7267,Walker,Georgia,Not in a city,3.0,2020-03-15
7268,Walker,Georgia,Not in a city,8.3,2020-03-16
7269,Walker,Georgia,Not in a city,9.8,2020-03-17
7270,Walker,Georgia,Not in a city,11.8,2020-03-18
7271,Walker,Georgia,Not in a city,11.3,2020-03-19
7272,Walker,Georgia,Not in a city,7.7,2020-03-20
7273,Walker,Georgia,Not in a city,4.0,2020-03-21
7274,Walker,Georgia,Not in a city,6.9,2020-03-22
7275,Walker,Georgia,Not in a city,3.9,2020-03-23
7276,Walker,Georgia,Not in a city,5.4,2020-03-24
7277,Walker,Georgia,Not in a city,4.2,2020-03-25
7278,Walker,Georgia,Not in a city,6.7,2020-03-26
7279,Walker,Georgia,Not in a city,13.6,2020-03-27
7280,Walker,Georgia,Not in a city,14.5,2020-03-28
7281,Walker,Georgia,Not in a city,7.8,2020-03-29
7282,Walker,Georgia,Not in a city,7.3,2020-03-30
7283,Walker,Georgia,Not in a city,6.7,2020-03-31
7284,Walker,Georgia,Not in a city,5.2,2020-04-01
7285,Walker,Georgia,Not in a city,8.6,2020-04-02
7286,Walker,Georgia,Not in a city,10.5,2020-04-03
7287,Walker,Georgia,Not in a city,18.2,2020-04-04
7288,Walker,Georgia,Not in a city,19.5,2020-04-05
7289,Walker,Georgia,Not in a city,13.8,2020-04-06
7290,Walker,Georgia,Not in a city,13.9,2020-04-07
7291,Walker,Georgia,Not in a city,9.8,2020-04-08
7292,Walker,Georgia,Not in a city,5.3,2020-04-09
7293,Walker,Georgia,Not in a city,6.2,2020-04-10
7294,Walker,Georgia,Not in a city,12.4,2020-04-11
7295,Walker,Georgia,Not in a city,14.4,2020-04-12
7296,Walker,Georgia,Not in a city,2.8,2020-04-13
7297,Walker,Georgia,Not in a city,5.6,2020-04-14
7298,Walker,Georgia,Not in a city,6.4,2020-04-15
7299,Walker,Georgia,Not in a city,10.7,2020-04-16
7300,Walker,Georgia,Not in a city,12.5,2020-04-17
7301,Walker,Georgia,Not in a city,9.1,2020-04-18
7302,Walker,Georgia,Not in a city,11.8,2020-04-19
7303,Walker,Georgia,Not in a city,5.0,2020-04-20
7304,Walker,Georgia,Not in a city,6.2,2020-04-21
7305,Walker,Georgia,Not in a city,6.1,2020-04-22
7306,Walker,Georgia,Not in a city,5.5,2020-04-23
7307,Walker,Georgia,Not in a city,5.4,2020-04-24
7308,Walker,Georgia,Not in a city,6.5,2020-04-25
7309,Walker,Georgia,Not in a city,2.6,2020-04-26
7310,Walker,Georgia,Not in a city,6.2,2020-04-27
7311,Walker,Georgia,Not in a city,9.7,2020-04-28
7312,Walker,Georgia,Not in a city,7.5,2020-04-29
7313,Walker,Georgia,Not in a city,4.3,2020-04-30
7314,Hall,Georgia,Gainesville,8.4,2020-01-22
7315,Hall,Georgia,Gainesville,9.6,2020-01-23
7316,Hall,Georgia,Gainesville,6.8,2020-01-24
7317,Hall,Georgia,Gainesville,4.9,2020-01-25
7318,Hall,Georgia,Gainesville,6.6,2020-01-26
7319,Hall,Georgia,Gainesville,6.8,2020-01-27
7320,Hall,Georgia,Gainesville,4.3,2020-01-28
7321,Hall,Georgia,Gainesville,7.5,2020-01-29
7322,Hall,Georgia,Gainesville,14.7,2020-01-30
7323,Hall,Georgia,Gainesville,10.8,2020-01-31
7324,Hall,Georgia,Gainesville,7.6,2020-02-01
7325,Hall,Georgia,Gainesville,5.7,2020-02-02
7326,Hall,Georgia,Gainesville,5.9,2020-02-03
7327,Hall,Georgia,Gainesville,8.5,2020-02-04
7328,Hall,Georgia,Gainesville,8.9,2020-02-05
7329,Hall,Georgia,Gainesville,2.2,2020-02-06
7330,Hall,Georgia,Gainesville,4.3,2020-02-07
7331,Hall,Georgia,Gainesville,10.7,2020-02-08
7332,Hall,Georgia,Gainesville,12.2,2020-02-09
7333,Hall,Georgia,Gainesville,7.7,2020-02-10
7334,Hall,Georgia,Gainesville,5.3,2020-02-11
7335,Hall,Georgia,Gainesville,5.2,2020-02-12
7336,Hall,Georgia,Gainesville,3.7,2020-02-13
7337,Hall,Georgia,Gainesville,4.4,2020-02-14
7338,Hall,Georgia,Gainesville,8.5,2020-02-15
7339,Hall,Georgia,Gainesville,12.9,2020-02-16
7340,Hall,Georgia,Gainesville,12.9,2020-02-17
7341,Hall,Georgia,Gainesville,6.2,2020-02-18
7342,Hall,Georgia,Gainesville,4.5,2020-02-19
7343,Hall,Georgia,Gainesville,5.3,2020-02-20
7344,Hall,Georgia,Gainesville,8.6,2020-02-21
7345,Hall,Georgia,Gainesville,10.9,2020-02-22
7346,Hall,Georgia,Gainesville,11.3,2020-02-23
7347,Hall,Georgia,Gainesville,10.7,2020-02-24
7348,Hall,Georgia,Gainesville,5.8,2020-02-25
7349,Hall,Georgia,Gainesville,4.9,2020-02-26
7350,Hall,Georgia,Gainesville,4.4,2020-02-27
7351,Hall,Georgia,Gainesville,6.6,2020-02-28
7352,Hall,Georgia,Gainesville,5.5,2020-02-29
7353,Hall,Georgia,Gainesville,10.2,2020-03-01
7354,Hall,Georgia,Gainesville,21.4,2020-03-02
7355,Hall,Georgia,Gainesville,10.4,2020-03-03
7356,Hall,Georgia,Gainesville,9.8,2020-03-04
7357,Hall,Georgia,Gainesville,5.7,2020-03-05
7358,Hall,Georgia,Gainesville,4.8,2020-03-06
7359,Hall,Georgia,Gainesville,6.2,2020-03-07
7360,Hall,Georgia,Gainesville,9.3,2020-03-08
7361,Hall,Georgia,Gainesville,11.4,2020-03-09
7362,Hall,Georgia,Gainesville,8.9,2020-03-10
7363,Hall,Georgia,Gainesville,8.2,2020-03-11
7364,Hall,Georgia,Gainesville,12.2,2020-03-12
7365,Hall,Georgia,Gainesville,10.1,2020-03-13
7366,Hall,Georgia,Gainesville,8.1,2020-03-14
7367,Hall,Georgia,Gainesville,6.5,2020-03-15
7368,Hall,Georgia,Gainesville,16.0,2020-03-16
7369,Hall,Georgia,Gainesville,14.4,2020-03-17
7370,Hall,Georgia,Gainesville,16.9,2020-03-18
7371,Hall,Georgia,Gainesville,18.5,2020-03-19
7372,Hall,Georgia,Gainesville,14.1,2020-03-20
7373,Hall,Georgia,Gainesville,3.3,2020-03-23
7374,Hall,Georgia,Gainesville,3.8,2020-03-24
7375,Hall,Georgia,Gainesville,3.0,2020-03-25
7376,Hall,Georgia,Gainesville,6.7,2020-03-26
7377,Hall,Georgia,Gainesville,15.1,2020-03-27
7378,Hall,Georgia,Gainesville,17.2,2020-03-28
7379,Hall,Georgia,Gainesville,12.4,2020-03-29
7380,Hall,Georgia,Gainesville,6.1,2020-03-30
7381,Hall,Georgia,Gainesville,7.0,2020-03-31
7382,Hall,Georgia,Gainesville,4.5,2020-04-01
7383,Hall,Georgia,Gainesville,5.2,2020-04-02
7384,Hall,Georgia,Gainesville,5.3,2020-04-03
7385,Hall,Georgia,Gainesville,9.1,2020-04-04
7386,Hall,Georgia,Gainesville,14.3,2020-04-05
7387,Hall,Georgia,Gainesville,16.5,2020-04-06
7388,Hall,Georgia,Gainesville,16.4,2020-04-07
7389,Hall,Georgia,Gainesville,10.2,2020-04-08
7390,Hall,Georgia,Gainesville,5.9,2020-04-09
7391,Hall,Georgia,Gainesville,5.2,2020-04-10
7392,Hall,Georgia,Gainesville,9.5,2020-04-11
7393,Hall,Georgia,Gainesville,12.5,2020-04-12
7394,Hall,Georgia,Gainesville,5.8,2020-04-13
7395,Hall,Georgia,Gainesville,5.5,2020-04-14
7396,Hall,Georgia,Gainesville,5.1,2020-04-15
7397,Hall,Georgia,Gainesville,7.2,2020-04-16
7398,Hall,Georgia,Gainesville,10.8,2020-04-17
7399,Hall,Georgia,Gainesville,6.3,2020-04-18
7400,Hall,Georgia,Gainesville,7.0,2020-04-19
7401,Hall,Georgia,Gainesville,3.8,2020-04-20
7402,Hall,Georgia,Gainesville,6.5,2020-04-21
7403,Hall,Georgia,Gainesville,4.6,2020-04-22
7404,Hall,Georgia,Gainesville,5.9,2020-04-23
7405,Hall,Georgia,Gainesville,4.7,2020-04-24
7406,Hall,Georgia,Gainesville,5.6,2020-04-25
7407,Hall,Georgia,Gainesville,2.6,2020-04-26
7408,Hall,Georgia,Gainesville,5.0,2020-04-27
7409,Hall,Georgia,Gainesville,7.9,2020-04-28
7410,Hall,Georgia,Gainesville,8.2,2020-04-29
7411,Hall,Georgia,Gainesville,4.5,2020-04-30
7412,Chatham,Georgia,Savannah,8.9,2020-01-22
7413,Chatham,Georgia,Savannah,11.0,2020-01-23
7414,Chatham,Georgia,Savannah,7.0,2020-01-24
7415,Chatham,Georgia,Savannah,5.2,2020-01-25
7416,Chatham,Georgia,Savannah,5.4,2020-01-26
7417,Chatham,Georgia,Savannah,5.4,2020-01-27
7418,Chatham,Georgia,Savannah,7.2,2020-01-28
7419,Chatham,Georgia,Savannah,13.3,2020-01-29
7420,Chatham,Georgia,Savannah,9.6,2020-01-30
7421,Chatham,Georgia,Savannah,10.4,2020-01-31
7422,Chatham,Georgia,Savannah,6.4,2020-02-01
7423,Chatham,Georgia,Savannah,5.4,2020-02-02
7424,Chatham,Georgia,Savannah,6.6,2020-02-03
7425,Chatham,Georgia,Savannah,9.7,2020-02-04
7426,Chatham,Georgia,Savannah,10.7,2020-02-05
7427,Chatham,Georgia,Savannah,11.1,2020-02-06
7428,Chatham,Georgia,Savannah,5.2,2020-02-08
7429,Chatham,Georgia,Savannah,6.5,2020-02-09
7430,Chatham,Georgia,Savannah,5.8,2020-02-10
7431,Chatham,Georgia,Savannah,7.0,2020-02-11
7432,Chatham,Georgia,Savannah,9.0,2020-02-12
7433,Chatham,Georgia,Savannah,6.6,2020-02-13
7434,Chatham,Georgia,Savannah,4.0,2020-02-14
7435,Chatham,Georgia,Savannah,7.0,2020-02-15
7436,Chatham,Georgia,Savannah,7.7,2020-02-16
7437,Chatham,Georgia,Savannah,8.6,2020-02-17
7438,Chatham,Georgia,Savannah,11.7,2020-02-18
7439,Chatham,Georgia,Savannah,6.1,2020-02-19
7440,Chatham,Georgia,Savannah,4.3,2020-02-20
7441,Chatham,Georgia,Savannah,6.4,2020-02-21
7442,Chatham,Georgia,Savannah,5.9,2020-02-22
7443,Chatham,Georgia,Savannah,9.3,2020-02-23
7444,Chatham,Georgia,Savannah,7.9,2020-02-24
7445,Chatham,Georgia,Savannah,5.8,2020-02-25
7446,Chatham,Georgia,Savannah,5.0,2020-02-26
7447,Chatham,Georgia,Savannah,4.2,2020-02-27
7448,Chatham,Georgia,Savannah,5.8,2020-02-28
7449,Chatham,Georgia,Savannah,6.5,2020-02-29
7450,Chatham,Georgia,Savannah,8.2,2020-03-01
7451,Chatham,Georgia,Savannah,7.5,2020-03-02
7452,Chatham,Georgia,Savannah,9.0,2020-03-03
7453,Chatham,Georgia,Savannah,8.3,2020-03-04
7454,Chatham,Georgia,Savannah,4.3,2020-03-05
7455,Chatham,Georgia,Savannah,3.1,2020-03-06
7456,Chatham,Georgia,Savannah,4.9,2020-03-07
7457,Chatham,Georgia,Savannah,9.4,2020-03-08
7458,Chatham,Georgia,Savannah,6.9,2020-03-09
7459,Chatham,Georgia,Savannah,8.5,2020-03-10
7460,Chatham,Georgia,Savannah,10.6,2020-03-11
7461,Chatham,Georgia,Savannah,11.0,2020-03-12
7462,Chatham,Georgia,Savannah,11.6,2020-03-13
7463,Chatham,Georgia,Savannah,12.6,2020-03-14
7464,Chatham,Georgia,Savannah,10.0,2020-03-15
7465,Chatham,Georgia,Savannah,7.4,2020-03-16
7466,Chatham,Georgia,Savannah,10.1,2020-03-17
7467,Chatham,Georgia,Savannah,10.5,2020-03-18
7468,Chatham,Georgia,Savannah,6.3,2020-03-19
7469,Chatham,Georgia,Savannah,6.8,2020-03-20
7470,Chatham,Georgia,Savannah,11.8,2020-03-21
7471,Chatham,Georgia,Savannah,11.1,2020-03-22
7472,Chatham,Georgia,Savannah,15.1,2020-03-23
7473,Chatham,Georgia,Savannah,8.7,2020-03-24
7474,Chatham,Georgia,Savannah,8.5,2020-03-25
7475,Chatham,Georgia,Savannah,5.3,2020-03-26
7476,Chatham,Georgia,Savannah,10.3,2020-03-27
7477,Chatham,Georgia,Savannah,11.8,2020-03-28
7478,Chatham,Georgia,Savannah,16.3,2020-03-29
7479,Chatham,Georgia,Savannah,12.9,2020-03-30
7480,Chatham,Georgia,Savannah,16.0,2020-03-31
7481,Chatham,Georgia,Savannah,5.4,2020-04-01
7482,Chatham,Georgia,Savannah,8.6,2020-04-02
7483,Chatham,Georgia,Savannah,12.1,2020-04-03
7484,Chatham,Georgia,Savannah,10.6,2020-04-04
7485,Chatham,Georgia,Savannah,5.3,2020-04-05
7486,Chatham,Georgia,Savannah,9.4,2020-04-06
7487,Chatham,Georgia,Savannah,11.2,2020-04-07
7488,Chatham,Georgia,Savannah,13.0,2020-04-08
7489,Chatham,Georgia,Savannah,8.0,2020-04-09
7490,Chatham,Georgia,Savannah,7.7,2020-04-10
7491,Chatham,Georgia,Savannah,11.1,2020-04-11
7492,Chatham,Georgia,Savannah,9.8,2020-04-12
7493,Chatham,Georgia,Savannah,10.3,2020-04-13
7494,Chatham,Georgia,Savannah,10.6,2020-04-14
7495,Chatham,Georgia,Savannah,11.1,2020-04-15
7496,Chatham,Georgia,Savannah,9.5,2020-04-16
7497,Chatham,Georgia,Savannah,9.7,2020-04-17
7498,Chatham,Georgia,Savannah,8.1,2020-04-18
7499,Chatham,Georgia,Savannah,6.8,2020-04-19
7500,Chatham,Georgia,Savannah,4.7,2020-04-20
7501,Chatham,Georgia,Savannah,6.6,2020-04-21
7502,Chatham,Georgia,Savannah,7.0,2020-04-22
7503,Chatham,Georgia,Savannah,5.8,2020-04-23
7504,Chatham,Georgia,Savannah,6.6,2020-04-24
7505,Chatham,Georgia,Savannah,9.2,2020-04-25
7506,Chatham,Georgia,Savannah,5.9,2020-04-26
7507,Chatham,Georgia,Savannah,5.6,2020-04-27
7508,Chatham,Georgia,Savannah,7.8,2020-04-28
7509,Chatham,Georgia,Savannah,6.1,2020-04-29
7510,Chatham,Georgia,Savannah,5.1,2020-04-30
7511,Gwinnett,Georgia,Not in a city,8.0,2020-01-22
7512,Gwinnett,Georgia,Not in a city,7.3,2020-01-23
7513,Gwinnett,Georgia,Not in a city,7.6,2020-01-24
7514,Gwinnett,Georgia,Not in a city,4.7,2020-01-25
7515,Gwinnett,Georgia,Not in a city,6.7,2020-01-26
7516,Gwinnett,Georgia,Not in a city,9.7,2020-01-27
7517,Gwinnett,Georgia,Not in a city,6.0,2020-01-28
7518,Gwinnett,Georgia,Not in a city,7.7,2020-01-29
7519,Gwinnett,Georgia,Not in a city,12.5,2020-01-30
7520,Gwinnett,Georgia,Not in a city,11.2,2020-01-31
7521,Gwinnett,Georgia,Not in a city,8.3,2020-02-01
7522,Gwinnett,Georgia,Not in a city,5.6,2020-02-02
7523,Gwinnett,Georgia,Not in a city,6.0,2020-02-03
7524,Gwinnett,Georgia,Not in a city,7.2,2020-02-04
7525,Gwinnett,Georgia,Not in a city,7.2,2020-02-05
7526,Gwinnett,Georgia,Not in a city,2.5,2020-02-06
7527,Gwinnett,Georgia,Not in a city,3.6,2020-02-07
7528,Gwinnett,Georgia,Not in a city,11.5,2020-02-08
7529,Gwinnett,Georgia,Not in a city,10.4,2020-02-09
7530,Gwinnett,Georgia,Not in a city,8.4,2020-02-10
7531,Gwinnett,Georgia,Not in a city,5.1,2020-02-11
7532,Gwinnett,Georgia,Not in a city,6.1,2020-02-12
7533,Gwinnett,Georgia,Not in a city,3.3,2020-02-13
7534,Gwinnett,Georgia,Not in a city,5.1,2020-02-14
7535,Gwinnett,Georgia,Not in a city,6.5,2020-02-15
7536,Gwinnett,Georgia,Not in a city,11.3,2020-02-16
7537,Gwinnett,Georgia,Not in a city,5.8,2020-02-17
7538,Gwinnett,Georgia,Not in a city,5.5,2020-02-18
7539,Gwinnett,Georgia,Not in a city,4.2,2020-02-19
7540,Gwinnett,Georgia,Not in a city,4.7,2020-02-20
7541,Gwinnett,Georgia,Not in a city,6.3,2020-02-21
7542,Gwinnett,Georgia,Not in a city,9.4,2020-02-22
7543,Gwinnett,Georgia,Not in a city,12.5,2020-02-23
7544,Gwinnett,Georgia,Not in a city,9.7,2020-02-24
7545,Gwinnett,Georgia,Not in a city,5.9,2020-02-25
7546,Gwinnett,Georgia,Not in a city,5.0,2020-02-26
