,County,State,City,Pollutant,Date
20297,Hall,Nebraska,Grand Island,2.8,2020-02-27
20298,Hall,Nebraska,Grand Island,1.8,2020-02-28
20299,Hall,Nebraska,Grand Island,0.6,2020-02-29
20300,Hall,Nebraska,Grand Island,0.7,2020-03-01
20301,Hall,Nebraska,Grand Island,0.3,2020-03-02
20302,Hall,Nebraska,Grand Island,0.7,2020-03-03
20303,Hall,Nebraska,Grand Island,1.0,2020-03-04
20304,Hall,Nebraska,Grand Island,1.0,2020-03-05
20305,Hall,Nebraska,Grand Island,2.7,2020-03-06
20306,Hall,Nebraska,Grand Island,4.2,2020-03-07
20307,Hall,Nebraska,Grand Island,3.8,2020-03-08
20308,Hall,Nebraska,Grand Island,5.6,2020-03-09
20309,Hall,Nebraska,Grand Island,6.4,2020-03-10
20310,Hall,Nebraska,Grand Island,2.5,2020-03-11
20311,Hall,Nebraska,Grand Island,1.4,2020-03-12
20312,Hall,Nebraska,Grand Island,2.6,2020-03-13
20313,Hall,Nebraska,Grand Island,3.7,2020-03-14
20314,Hall,Nebraska,Grand Island,5.0,2020-03-15
20315,Hall,Nebraska,Grand Island,4.2,2020-03-16
20316,Hall,Nebraska,Grand Island,6.1,2020-03-17
20317,Hall,Nebraska,Grand Island,5.7,2020-03-18
20318,Hall,Nebraska,Grand Island,0.8,2020-03-19
20319,Hall,Nebraska,Grand Island,1.9,2020-03-20
20320,Hall,Nebraska,Grand Island,3.4,2020-03-21
20321,Hall,Nebraska,Grand Island,13.2,2020-03-22
20322,Hall,Nebraska,Grand Island,7.1,2020-03-23
20323,Hall,Nebraska,Grand Island,4.2,2020-03-24
20324,Hall,Nebraska,Grand Island,5.6,2020-03-25
20325,Hall,Nebraska,Grand Island,4.8,2020-03-26
20326,Hall,Nebraska,Grand Island,5.4,2020-03-27
20327,Hall,Nebraska,Grand Island,5.3,2020-04-02
20328,Hall,Nebraska,Grand Island,2.9,2020-04-03
20329,Hall,Nebraska,Grand Island,5.2,2020-04-04
20330,Hall,Nebraska,Grand Island,28.2,2020-04-05
20331,Hall,Nebraska,Grand Island,27.3,2020-04-06
20332,Hall,Nebraska,Grand Island,4.9,2020-04-07
20333,Hall,Nebraska,Grand Island,2.2,2020-04-18
20334,Hall,Nebraska,Grand Island,2.9,2020-04-19
20335,Hall,Nebraska,Grand Island,1.5,2020-04-20
20336,Hall,Nebraska,Grand Island,2.2,2020-04-22
20337,Hall,Nebraska,Grand Island,4.3,2020-04-23
20338,Hall,Nebraska,Grand Island,4.9,2020-04-24
20339,Hall,Nebraska,Grand Island,1.8,2020-04-25
20340,Hall,Nebraska,Grand Island,3.1,2020-04-26
20341,Hall,Nebraska,Grand Island,2.6,2020-04-27
20342,Hall,Nebraska,Grand Island,3.7,2020-04-28
20343,Hall,Nebraska,Grand Island,1.8,2020-04-29
20344,Hall,Nebraska,Grand Island,1.2,2020-04-30
20345,Hall,Nebraska,Grand Island,3.3,2020-05-01
20346,Hall,Nebraska,Grand Island,1.2,2020-05-02
20347,Hall,Nebraska,Grand Island,2.5,2020-05-03
20348,Hall,Nebraska,Grand Island,3.1,2020-05-04
20349,Hall,Nebraska,Grand Island,0.3,2020-05-05
20350,Hall,Nebraska,Grand Island,0.6,2020-05-06
20351,Hall,Nebraska,Grand Island,3.1,2020-05-07
20352,Hall,Nebraska,Grand Island,5.4,2020-05-08
20353,Hall,Nebraska,Grand Island,5.1,2020-05-09
20354,Hall,Nebraska,Grand Island,1.0,2020-05-10
20355,Hall,Nebraska,Grand Island,1.9,2020-05-11
20356,Hall,Nebraska,Grand Island,2.8,2020-05-12
20357,Hall,Nebraska,Grand Island,0.0,2020-05-13
20358,Hall,Nebraska,Grand Island,0.9,2020-05-14
20359,Hall,Nebraska,Grand Island,2.2,2020-05-15
20360,Hall,Nebraska,Grand Island,3.5,2020-05-16
20361,Hall,Nebraska,Grand Island,3.3,2020-05-17
20362,Hall,Nebraska,Grand Island,3.6,2020-05-18
20363,Hall,Nebraska,Grand Island,5.2,2020-05-19
20364,Hall,Nebraska,Grand Island,3.2,2020-05-20
20365,Hall,Nebraska,Grand Island,6.3,2020-05-21
20366,Hall,Nebraska,Grand Island,2.7,2020-05-22
20367,Hall,Nebraska,Grand Island,3.3,2020-05-23
20368,Hall,Nebraska,Grand Island,3.0,2020-05-24
20369,Hall,Nebraska,Grand Island,2.5,2020-05-25
20370,Hall,Nebraska,Grand Island,1.8,2020-05-26
20371,Hall,Nebraska,Grand Island,1.0,2020-05-27
20372,Hall,Nebraska,Grand Island,1.9,2020-05-28
20373,Hall,Nebraska,Grand Island,2.0,2020-05-29
20374,Hall,Nebraska,Grand Island,3.2,2020-05-30
20375,Hall,Nebraska,Grand Island,3.8,2020-05-31
20376,Clark,Nevada,Las Vegas,13.2,2020-01-22
20377,Clark,Nevada,Las Vegas,21.5,2020-01-25
20378,Clark,Nevada,Las Vegas,8.8,2020-01-28
20379,Clark,Nevada,Las Vegas,11.9,2020-01-31
20380,Clark,Nevada,Las Vegas,2.8,2020-02-03
20381,Clark,Nevada,Las Vegas,2.7,2020-02-09
20382,Clark,Nevada,Las Vegas,12.5,2020-02-15
20383,Clark,Nevada,Las Vegas,10.7,2020-02-21
20384,Clark,Nevada,Las Vegas,12.5,2020-02-27
20385,Clark,Nevada,Las Vegas,6.3,2020-03-04
20386,Clark,Nevada,Las Vegas,4.0,2020-03-10
20387,Clark,Nevada,Las Vegas,3.1,2020-03-16
20388,Clark,Nevada,Las Vegas,5.8,2020-03-22
20389,Clark,Nevada,Las Vegas,4.6,2020-03-28
20390,Clark,Nevada,Sunrise Manor,12.2,2020-01-22
20391,Clark,Nevada,Sunrise Manor,17.2,2020-01-25
20392,Clark,Nevada,Sunrise Manor,7.9,2020-01-28
20393,Clark,Nevada,Sunrise Manor,8.5,2020-01-31
20394,Clark,Nevada,Sunrise Manor,3.4,2020-02-03
20395,Clark,Nevada,Sunrise Manor,12.9,2020-02-06
20396,Clark,Nevada,Sunrise Manor,14.2,2020-02-12
20397,Clark,Nevada,Sunrise Manor,15.3,2020-02-15
20398,Clark,Nevada,Sunrise Manor,5.7,2020-02-18
20399,Clark,Nevada,Sunrise Manor,12.0,2020-02-21
20400,Clark,Nevada,Sunrise Manor,6.8,2020-02-24
20401,Clark,Nevada,Sunrise Manor,11.7,2020-02-27
20402,Clark,Nevada,Sunrise Manor,4.1,2020-03-01
20403,Clark,Nevada,Sunrise Manor,5.0,2020-03-04
20404,Clark,Nevada,Sunrise Manor,7.2,2020-03-07
20405,Clark,Nevada,Sunrise Manor,3.6,2020-03-10
20406,Clark,Nevada,Sunrise Manor,1.5,2020-03-13
20407,Clark,Nevada,Sunrise Manor,2.9,2020-03-16
20408,Clark,Nevada,Sunrise Manor,2.0,2020-03-19
20409,Clark,Nevada,Sunrise Manor,5.0,2020-03-22
20410,Clark,Nevada,Sunrise Manor,2.3,2020-03-25
20411,Clark,Nevada,Sunrise Manor,3.8,2020-03-28
20412,Clark,Nevada,Sunrise Manor,4.5,2020-03-31
20413,Clark,Nevada,Sunrise Manor,14.3,2020-01-22
20414,Clark,Nevada,Sunrise Manor,18.3,2020-01-23
20415,Clark,Nevada,Sunrise Manor,17.5,2020-01-24
20416,Clark,Nevada,Sunrise Manor,20.6,2020-01-25
20417,Clark,Nevada,Sunrise Manor,17.9,2020-01-26
20418,Clark,Nevada,Sunrise Manor,4.7,2020-01-27
20419,Clark,Nevada,Sunrise Manor,9.4,2020-01-28
20420,Clark,Nevada,Sunrise Manor,6.1,2020-01-29
20421,Clark,Nevada,Sunrise Manor,4.3,2020-01-30
20422,Clark,Nevada,Sunrise Manor,10.4,2020-01-31
20423,Clark,Nevada,Sunrise Manor,20.3,2020-02-01
20424,Clark,Nevada,Sunrise Manor,21.0,2020-02-02
20425,Clark,Nevada,Sunrise Manor,5.3,2020-02-03
20426,Clark,Nevada,Sunrise Manor,3.2,2020-02-04
20427,Clark,Nevada,Sunrise Manor,6.7,2020-02-05
20428,Clark,Nevada,Sunrise Manor,14.4,2020-02-06
20429,Clark,Nevada,Sunrise Manor,16.3,2020-02-07
20430,Clark,Nevada,Sunrise Manor,21.9,2020-02-08
20431,Clark,Nevada,Sunrise Manor,5.1,2020-02-09
20432,Clark,Nevada,Sunrise Manor,2.9,2020-02-10
20433,Clark,Nevada,Sunrise Manor,4.9,2020-02-11
20434,Clark,Nevada,Sunrise Manor,12.5,2020-02-12
20435,Clark,Nevada,Sunrise Manor,12.5,2020-02-13
20436,Clark,Nevada,Sunrise Manor,16.6,2020-02-14
20437,Clark,Nevada,Sunrise Manor,18.1,2020-02-15
20438,Clark,Nevada,Sunrise Manor,20.0,2020-02-16
20439,Clark,Nevada,Sunrise Manor,12.5,2020-02-17
20440,Clark,Nevada,Sunrise Manor,7.2,2020-02-18
20441,Clark,Nevada,Sunrise Manor,9.6,2020-02-19
20442,Clark,Nevada,Sunrise Manor,7.0,2020-02-20
20443,Clark,Nevada,Sunrise Manor,12.7,2020-02-21
20444,Clark,Nevada,Sunrise Manor,12.3,2020-02-22
20445,Clark,Nevada,Sunrise Manor,6.4,2020-02-23
20446,Clark,Nevada,Sunrise Manor,9.6,2020-02-24
20447,Clark,Nevada,Sunrise Manor,4.8,2020-02-25
20448,Clark,Nevada,Sunrise Manor,7.2,2020-02-26
20449,Clark,Nevada,Sunrise Manor,13.9,2020-02-27
20450,Clark,Nevada,Sunrise Manor,11.8,2020-02-28
20451,Clark,Nevada,Sunrise Manor,14.7,2020-02-29
20452,Clark,Nevada,Sunrise Manor,5.3,2020-03-01
20453,Clark,Nevada,Sunrise Manor,2.7,2020-03-02
20454,Clark,Nevada,Sunrise Manor,2.4,2020-03-03
20455,Clark,Nevada,Sunrise Manor,5.9,2020-03-04
20456,Clark,Nevada,Sunrise Manor,11.8,2020-03-05
20457,Clark,Nevada,Sunrise Manor,10.3,2020-03-06
20458,Clark,Nevada,Sunrise Manor,8.5,2020-03-07
20459,Clark,Nevada,Sunrise Manor,3.0,2020-03-08
20460,Clark,Nevada,Sunrise Manor,4.1,2020-03-09
20461,Clark,Nevada,Sunrise Manor,4.1,2020-03-10
20462,Clark,Nevada,Sunrise Manor,4.0,2020-03-11
20463,Clark,Nevada,Sunrise Manor,5.3,2020-03-12
20464,Clark,Nevada,Sunrise Manor,1.7,2020-03-13
20465,Clark,Nevada,Sunrise Manor,2.6,2020-03-14
20466,Clark,Nevada,Sunrise Manor,4.2,2020-03-15
20467,Clark,Nevada,Sunrise Manor,4.1,2020-03-16
20468,Clark,Nevada,Sunrise Manor,2.5,2020-03-17
20469,Clark,Nevada,Sunrise Manor,2.7,2020-03-18
20470,Clark,Nevada,Sunrise Manor,3.2,2020-03-19
20471,Clark,Nevada,Sunrise Manor,3.0,2020-03-20
20472,Clark,Nevada,Sunrise Manor,5.2,2020-03-21
20473,Clark,Nevada,Sunrise Manor,7.1,2020-03-22
20474,Clark,Nevada,Sunrise Manor,2.1,2020-03-23
20475,Clark,Nevada,Sunrise Manor,2.4,2020-03-24
20476,Clark,Nevada,Sunrise Manor,3.9,2020-03-25
20477,Clark,Nevada,Sunrise Manor,2.7,2020-03-26
20478,Clark,Nevada,Sunrise Manor,2.6,2020-03-27
20479,Clark,Nevada,Sunrise Manor,5.6,2020-03-28
20480,Clark,Nevada,Sunrise Manor,4.5,2020-03-29
20481,Clark,Nevada,Sunrise Manor,4.2,2020-03-30
20482,Clark,Nevada,Sunrise Manor,6.5,2020-03-31
20483,Washoe,Nevada,Sparks,3.4,2020-01-22
20484,Washoe,Nevada,Sparks,15.3,2020-01-23
20485,Washoe,Nevada,Sparks,5.1,2020-01-24
20486,Washoe,Nevada,Sparks,5.9,2020-01-25
20487,Washoe,Nevada,Sparks,3.7,2020-01-26
20488,Washoe,Nevada,Sparks,3.9,2020-01-27
20489,Washoe,Nevada,Sparks,3.3,2020-01-28
20490,Washoe,Nevada,Sparks,5.9,2020-01-29
20491,Washoe,Nevada,Sparks,4.5,2020-01-30
20492,Washoe,Nevada,Sparks,10.1,2020-01-31
20493,Washoe,Nevada,Sparks,11.4,2020-02-01
20494,Washoe,Nevada,Sparks,3.0,2020-02-02
20495,Washoe,Nevada,Sparks,2.8,2020-02-03
20496,Washoe,Nevada,Sparks,6.7,2020-02-04
20497,Washoe,Nevada,Sparks,7.7,2020-02-05
20498,Washoe,Nevada,Sparks,10.2,2020-02-06
20499,Washoe,Nevada,Sparks,11.9,2020-02-07
20500,Washoe,Nevada,Sparks,9.1,2020-02-08
20501,Washoe,Nevada,Sparks,2.2,2020-02-09
20502,Washoe,Nevada,Sparks,6.3,2020-02-10
20503,Washoe,Nevada,Sparks,9.6,2020-02-11
20504,Washoe,Nevada,Sparks,9.4,2020-02-12
20505,Washoe,Nevada,Sparks,9.9,2020-02-13
20506,Washoe,Nevada,Sparks,12.0,2020-02-14
20507,Washoe,Nevada,Sparks,8.7,2020-02-15
20508,Washoe,Nevada,Sparks,4.0,2020-02-16
20509,Washoe,Nevada,Sparks,6.9,2020-02-17
20510,Washoe,Nevada,Sparks,2.1,2020-02-18
20511,Washoe,Nevada,Sparks,6.5,2020-02-19
20512,Washoe,Nevada,Sparks,7.4,2020-02-20
20513,Washoe,Nevada,Sparks,9.2,2020-02-21
20514,Washoe,Nevada,Sparks,9.2,2020-02-22
20515,Washoe,Nevada,Sparks,8.8,2020-02-23
20516,Washoe,Nevada,Sparks,5.7,2020-02-24
20517,Washoe,Nevada,Sparks,6.9,2020-02-25
20518,Washoe,Nevada,Sparks,7.5,2020-02-26
20519,Washoe,Nevada,Sparks,8.2,2020-02-27
20520,Washoe,Nevada,Sparks,9.2,2020-02-28
20521,Washoe,Nevada,Sparks,5.8,2020-02-29
20522,Washoe,Nevada,Sparks,3.4,2020-03-01
20523,Washoe,Nevada,Sparks,8.3,2020-03-02
20524,Washoe,Nevada,Sparks,9.5,2020-03-03
20525,Washoe,Nevada,Sparks,7.0,2020-03-04
20526,Washoe,Nevada,Sparks,9.8,2020-03-05
20527,Washoe,Nevada,Sparks,5.5,2020-03-06
20528,Washoe,Nevada,Sparks,2.7,2020-03-07
20529,Washoe,Nevada,Sparks,2.4,2020-03-08
20530,Washoe,Nevada,Sparks,3.0,2020-03-09
20531,Washoe,Nevada,Sparks,4.3,2020-03-10
20532,Washoe,Nevada,Sparks,6.0,2020-03-11
20533,Washoe,Nevada,Sparks,5.1,2020-03-12
20534,Washoe,Nevada,Sparks,7.3,2020-03-13
20535,Washoe,Nevada,Sparks,2.2,2020-03-14
20536,Washoe,Nevada,Sparks,0.7,2020-03-15
20537,Washoe,Nevada,Sparks,2.2,2020-03-16
20538,Washoe,Nevada,Sparks,2.4,2020-03-17
20539,Washoe,Nevada,Sparks,3.2,2020-03-18
20540,Washoe,Nevada,Sparks,5.1,2020-03-19
20541,Washoe,Nevada,Sparks,7.0,2020-03-20
20542,Washoe,Nevada,Sparks,7.5,2020-03-21
20543,Washoe,Nevada,Sparks,7.2,2020-03-22
20544,Washoe,Nevada,Sparks,5.3,2020-03-23
20545,Washoe,Nevada,Sparks,2.9,2020-03-24
20546,Washoe,Nevada,Sparks,1.2,2020-03-25
20547,Washoe,Nevada,Sparks,4.6,2020-03-26
20548,Washoe,Nevada,Sparks,7.0,2020-03-27
20549,Washoe,Nevada,Sparks,6.2,2020-03-28
20550,Washoe,Nevada,Sparks,2.7,2020-03-29
20551,Washoe,Nevada,Sparks,4.3,2020-03-30
20552,Washoe,Nevada,Sparks,2.3,2020-03-31
20553,Clark,Nevada,Jean,4.3,2020-01-22
20554,Clark,Nevada,Jean,3.8,2020-01-23
20555,Clark,Nevada,Jean,1.7,2020-01-24
20556,Clark,Nevada,Jean,2.8,2020-01-25
20557,Clark,Nevada,Jean,2.0,2020-01-26
20558,Clark,Nevada,Jean,1.8,2020-01-27
20559,Clark,Nevada,Jean,1.7,2020-01-28
20560,Clark,Nevada,Jean,1.4,2020-01-29
20561,Clark,Nevada,Jean,1.4,2020-01-30
20562,Clark,Nevada,Jean,1.3,2020-01-31
20563,Clark,Nevada,Jean,2.8,2020-02-01
20564,Clark,Nevada,Jean,4.9,2020-02-02
20565,Clark,Nevada,Jean,3.9,2020-02-03
20566,Clark,Nevada,Jean,1.2,2020-02-04
20567,Clark,Nevada,Jean,1.5,2020-02-05
20568,Clark,Nevada,Jean,1.5,2020-02-06
20569,Clark,Nevada,Jean,1.0,2020-02-07
20570,Clark,Nevada,Jean,2.3,2020-02-08
20571,Clark,Nevada,Jean,3.5,2020-02-09
20572,Clark,Nevada,Jean,1.8,2020-02-10
20573,Clark,Nevada,Jean,1.1,2020-02-11
20574,Clark,Nevada,Jean,1.5,2020-02-12
20575,Clark,Nevada,Jean,2.2,2020-02-13
20576,Clark,Nevada,Jean,2.4,2020-02-14
20577,Clark,Nevada,Jean,3.8,2020-02-15
20578,Clark,Nevada,Jean,6.0,2020-02-16
20579,Clark,Nevada,Jean,6.8,2020-02-17
20580,Clark,Nevada,Jean,5.5,2020-02-18
20581,Clark,Nevada,Jean,5.3,2020-02-19
20582,Clark,Nevada,Jean,3.8,2020-02-20
20583,Clark,Nevada,Jean,4.2,2020-02-21
20584,Clark,Nevada,Jean,4.5,2020-02-22
20585,Clark,Nevada,Jean,2.1,2020-02-23
20586,Clark,Nevada,Jean,3.1,2020-02-24
20587,Clark,Nevada,Jean,3.6,2020-02-25
20588,Clark,Nevada,Jean,2.8,2020-02-26
20589,Clark,Nevada,Jean,3.3,2020-02-27
20590,Clark,Nevada,Jean,3.0,2020-02-28
20591,Clark,Nevada,Jean,3.6,2020-02-29
20592,Clark,Nevada,Jean,4.7,2020-03-01
20593,Clark,Nevada,Jean,1.8,2020-03-02
20594,Clark,Nevada,Jean,1.3,2020-03-03
20595,Clark,Nevada,Jean,1.9,2020-03-04
20596,Clark,Nevada,Jean,2.9,2020-03-05
20597,Clark,Nevada,Jean,5.1,2020-03-06
20598,Clark,Nevada,Jean,4.4,2020-03-07
20599,Clark,Nevada,Jean,2.4,2020-03-08
20600,Clark,Nevada,Jean,2.1,2020-03-09
20601,Clark,Nevada,Jean,2.0,2020-03-10
20602,Clark,Nevada,Jean,1.6,2020-03-11
20603,Clark,Nevada,Jean,2.2,2020-03-12
20604,Clark,Nevada,Jean,0.6,2020-03-13
20605,Clark,Nevada,Jean,2.2,2020-03-14
20606,Clark,Nevada,Jean,2.9,2020-03-15
20607,Clark,Nevada,Jean,3.2,2020-03-16
20608,Clark,Nevada,Jean,1.4,2020-03-17
20609,Clark,Nevada,Jean,1.5,2020-03-18
20610,Clark,Nevada,Jean,2.6,2020-03-19
20611,Clark,Nevada,Jean,1.6,2020-03-20
20612,Clark,Nevada,Jean,1.9,2020-03-21
20613,Clark,Nevada,Jean,2.1,2020-03-22
20614,Clark,Nevada,Jean,1.2,2020-03-23
20615,Clark,Nevada,Jean,2.1,2020-03-24
20616,Clark,Nevada,Jean,4.1,2020-03-25
20617,Clark,Nevada,Jean,1.9,2020-03-26
20618,Clark,Nevada,Jean,1.5,2020-03-27
20619,Clark,Nevada,Jean,3.0,2020-03-28
20620,Clark,Nevada,Jean,3.6,2020-03-29
20621,Clark,Nevada,Jean,3.0,2020-03-30
20622,Clark,Nevada,Jean,3.3,2020-03-31
20623,Clark,Nevada,Sunrise Manor,11.9,2020-01-22
20624,Clark,Nevada,Sunrise Manor,7.8,2020-01-28
20625,Clark,Nevada,Sunrise Manor,3.7,2020-02-03
20626,Clark,Nevada,Sunrise Manor,19.0,2020-02-15
20627,Clark,Nevada,Sunrise Manor,11.1,2020-02-21
20628,Clark,Nevada,Sunrise Manor,12.0,2020-02-27
20629,Clark,Nevada,Sunrise Manor,5.0,2020-03-04
20630,Clark,Nevada,Sunrise Manor,3.3,2020-03-10
20631,Clark,Nevada,Sunrise Manor,2.9,2020-03-16
20632,Clark,Nevada,Sunrise Manor,5.0,2020-03-22
20633,Clark,Nevada,Sunrise Manor,4.0,2020-03-28
20634,Clark,Nevada,Las Vegas,15.5,2020-01-22
20635,Clark,Nevada,Las Vegas,23.8,2020-01-23
20636,Clark,Nevada,Las Vegas,18.0,2020-01-24
20637,Clark,Nevada,Las Vegas,25.7,2020-01-25
20638,Clark,Nevada,Las Vegas,18.6,2020-01-26
20639,Clark,Nevada,Las Vegas,5.3,2020-01-27
20640,Clark,Nevada,Las Vegas,10.6,2020-01-28
20641,Clark,Nevada,Las Vegas,5.8,2020-01-29
20642,Clark,Nevada,Las Vegas,4.4,2020-01-30
20643,Clark,Nevada,Las Vegas,14.5,2020-01-31
20644,Clark,Nevada,Las Vegas,28.4,2020-02-01
20645,Clark,Nevada,Las Vegas,20.4,2020-02-02
20646,Clark,Nevada,Las Vegas,4.7,2020-02-03
20647,Clark,Nevada,Las Vegas,2.6,2020-02-04
20648,Clark,Nevada,Las Vegas,6.8,2020-02-05
20649,Clark,Nevada,Las Vegas,14.7,2020-02-06
20650,Clark,Nevada,Las Vegas,19.2,2020-02-07
20651,Clark,Nevada,Las Vegas,21.0,2020-02-08
20652,Clark,Nevada,Las Vegas,4.6,2020-02-09
20653,Clark,Nevada,Las Vegas,2.5,2020-02-10
20654,Clark,Nevada,Las Vegas,4.8,2020-02-11
20655,Clark,Nevada,Las Vegas,12.5,2020-02-12
20656,Clark,Nevada,Las Vegas,13.2,2020-02-13
20657,Clark,Nevada,Las Vegas,17.0,2020-02-14
20658,Clark,Nevada,Las Vegas,16.2,2020-02-15
20659,Clark,Nevada,Las Vegas,20.0,2020-02-16
20660,Clark,Nevada,Las Vegas,12.5,2020-02-17
20661,Clark,Nevada,Las Vegas,6.9,2020-02-18
20662,Clark,Nevada,Las Vegas,10.2,2020-02-19
20663,Clark,Nevada,Las Vegas,7.9,2020-02-20
20664,Clark,Nevada,Las Vegas,12.5,2020-02-21
20665,Clark,Nevada,Las Vegas,10.6,2020-02-22
20666,Clark,Nevada,Las Vegas,6.5,2020-02-23
20667,Clark,Nevada,Las Vegas,9.1,2020-02-24
20668,Clark,Nevada,Las Vegas,4.5,2020-02-25
20669,Clark,Nevada,Las Vegas,8.4,2020-02-26
20670,Clark,Nevada,Las Vegas,14.3,2020-02-27
20671,Clark,Nevada,Las Vegas,11.1,2020-02-28
20672,Clark,Nevada,Las Vegas,13.9,2020-02-29
20673,Clark,Nevada,Las Vegas,5.4,2020-03-01
20674,Clark,Nevada,Las Vegas,2.3,2020-03-02
20675,Clark,Nevada,Las Vegas,2.3,2020-03-03
20676,Clark,Nevada,Las Vegas,6.7,2020-03-04
20677,Clark,Nevada,Las Vegas,11.6,2020-03-05
20678,Clark,Nevada,Las Vegas,10.8,2020-03-06
20679,Clark,Nevada,Las Vegas,9.2,2020-03-07
20680,Clark,Nevada,Las Vegas,3.2,2020-03-08
20681,Clark,Nevada,Las Vegas,4.4,2020-03-09
20682,Clark,Nevada,Las Vegas,4.8,2020-03-10
20683,Clark,Nevada,Las Vegas,3.8,2020-03-11
20684,Clark,Nevada,Las Vegas,4.9,2020-03-12
20685,Clark,Nevada,Las Vegas,1.7,2020-03-13
20686,Clark,Nevada,Las Vegas,2.5,2020-03-14
20687,Clark,Nevada,Las Vegas,4.3,2020-03-15
20688,Clark,Nevada,Las Vegas,4.5,2020-03-16
20689,Clark,Nevada,Las Vegas,2.7,2020-03-17
20690,Clark,Nevada,Las Vegas,2.8,2020-03-18
20691,Clark,Nevada,Las Vegas,3.9,2020-03-19
20692,Clark,Nevada,Las Vegas,2.5,2020-03-20
20693,Clark,Nevada,Las Vegas,4.1,2020-03-21
20694,Clark,Nevada,Las Vegas,7.6,2020-03-22
20695,Clark,Nevada,Las Vegas,2.1,2020-03-23
20696,Clark,Nevada,Las Vegas,2.8,2020-03-24
20697,Clark,Nevada,Las Vegas,3.8,2020-03-25
20698,Clark,Nevada,Las Vegas,2.6,2020-03-26
20699,Clark,Nevada,Las Vegas,2.8,2020-03-27
20700,Clark,Nevada,Las Vegas,6.4,2020-03-28
20701,Clark,Nevada,Las Vegas,4.6,2020-03-29
20702,Clark,Nevada,Las Vegas,4.7,2020-03-30
20703,Clark,Nevada,Las Vegas,6.8,2020-03-31
20704,Clark,Nevada,Henderson,9.1,2020-01-22
20705,Clark,Nevada,Henderson,9.7,2020-01-23
20706,Clark,Nevada,Henderson,6.0,2020-01-24
20707,Clark,Nevada,Henderson,6.8,2020-01-25
20708,Clark,Nevada,Henderson,7.3,2020-01-26
20709,Clark,Nevada,Henderson,3.4,2020-01-27
20710,Clark,Nevada,Henderson,5.5,2020-01-28
20711,Clark,Nevada,Henderson,3.4,2020-01-29
20712,Clark,Nevada,Henderson,2.7,2020-01-30
20713,Clark,Nevada,Henderson,6.5,2020-01-31
20714,Clark,Nevada,Henderson,9.0,2020-02-01
20715,Clark,Nevada,Henderson,9.2,2020-02-02
20716,Clark,Nevada,Henderson,4.0,2020-02-03
20717,Clark,Nevada,Henderson,2.3,2020-02-04
20718,Clark,Nevada,Henderson,3.6,2020-02-05
20719,Clark,Nevada,Henderson,6.3,2020-02-06
20720,Clark,Nevada,Henderson,7.9,2020-02-07
20721,Clark,Nevada,Henderson,7.6,2020-02-08
20722,Clark,Nevada,Henderson,6.0,2020-02-09
20723,Clark,Nevada,Henderson,2.5,2020-02-10
20724,Clark,Nevada,Henderson,2.2,2020-02-11
20725,Clark,Nevada,Henderson,4.7,2020-02-12
20726,Clark,Nevada,Henderson,5.8,2020-02-13
20727,Clark,Nevada,Henderson,5.8,2020-02-14
20728,Clark,Nevada,Henderson,6.7,2020-02-15
20729,Clark,Nevada,Henderson,11.5,2020-02-16
20730,Clark,Nevada,Henderson,10.0,2020-02-17
20731,Clark,Nevada,Henderson,7.2,2020-02-18
20732,Clark,Nevada,Henderson,8.1,2020-02-19
20733,Clark,Nevada,Henderson,5.6,2020-02-20
20734,Clark,Nevada,Henderson,8.9,2020-02-21
20735,Clark,Nevada,Henderson,9.7,2020-02-22
20736,Clark,Nevada,Henderson,6.5,2020-02-23
20737,Clark,Nevada,Henderson,7.9,2020-02-24
20738,Clark,Nevada,Henderson,5.3,2020-02-25
20739,Clark,Nevada,Henderson,5.5,2020-02-26
20740,Clark,Nevada,Henderson,8.6,2020-02-27
20741,Clark,Nevada,Henderson,7.0,2020-02-28
20742,Clark,Nevada,Henderson,8.8,2020-02-29
20743,Clark,Nevada,Henderson,6.1,2020-03-01
20744,Clark,Nevada,Henderson,2.8,2020-03-02
20745,Clark,Nevada,Henderson,2.8,2020-03-03
20746,Clark,Nevada,Henderson,4.6,2020-03-04
20747,Clark,Nevada,Henderson,6.8,2020-03-05
20748,Clark,Nevada,Henderson,6.0,2020-03-06
20749,Clark,Nevada,Henderson,7.1,2020-03-07
20750,Clark,Nevada,Henderson,3.6,2020-03-08
20751,Clark,Nevada,Henderson,3.8,2020-03-09
20752,Clark,Nevada,Henderson,4.6,2020-03-10
20753,Clark,Nevada,Henderson,5.3,2020-03-11
20754,Clark,Nevada,Henderson,4.6,2020-03-12
20755,Clark,Nevada,Henderson,1.8,2020-03-13
20756,Clark,Nevada,Henderson,2.9,2020-03-14
20757,Clark,Nevada,Henderson,4.7,2020-03-15
20758,Clark,Nevada,Henderson,4.9,2020-03-16
20759,Clark,Nevada,Henderson,2.8,2020-03-17
20760,Clark,Nevada,Henderson,3.3,2020-03-18
20761,Clark,Nevada,Henderson,3.5,2020-03-19
20762,Clark,Nevada,Henderson,2.7,2020-03-20
20763,Clark,Nevada,Henderson,5.2,2020-03-21
20764,Clark,Nevada,Henderson,4.6,2020-03-22
20765,Clark,Nevada,Henderson,2.1,2020-03-23
20766,Clark,Nevada,Henderson,2.8,2020-03-24
20767,Clark,Nevada,Henderson,4.2,2020-03-25
20768,Clark,Nevada,Henderson,3.7,2020-03-26
